time;SamplingFrequency;ECG;Pulse
0.38401;1000;445;530
0.38501;1000;443;528
0.38601;1000;440;528
0.38701;1000;435;532
0.38801;1000;433;531
0.38901;1000;432;529
0.39001;1000;429;528
0.39101;1000;425;531
0.39201;1000;421;531
0.39301;1000;420;531
0.39401;1000;420;531
0.39501;1000;423;528
0.39601;1000;425;529
0.39701;1000;425;529
0.39801;1000;427;529
0.39901;1000;432;531
0.40001;1000;436;527
0.40101;1000;438;529
0.40201;1000;437;529
0.40301;1000;435;529
0.40401;1000;434;529
0.40501;1000;433;528
0.40601;1000;433;533
0.40701;1000;434;527
0.40801;1000;434;530
0.40901;1000;434;527
0.41001;1000;433;526
0.41101;1000;431;529
0.41201;1000;428;527
0.41301;1000;427;526
0.41401;1000;427;527
0.41501;1000;428;524
0.41601;1000;428;526
0.41701;1000;430;527
0.41801;1000;433;526
0.41901;1000;435;525
0.42001;1000;437;525
0.42101;1000;441;527
0.42201;1000;445;524
0.42301;1000;447;527
0.42401;1000;447;524
0.42501;1000;448;524
0.42601;1000;449;525
0.42701;1000;449;525
0.42801;1000;447;525
0.42901;1000;446;525
0.43001;1000;446;521
0.43101;1000;444;524
0.43201;1000;443;524
0.43301;1000;442;524
0.43401;1000;443;523
0.43501;1000;444;521
0.43601;1000;447;523
0.43701;1000;450;523
0.43801;1000;452;522
0.43901;1000;454;524
0.44001;1000;459;521
0.44101;1000;462;521
0.44201;1000;463;525
0.44301;1000;463;522
0.44401;1000;464;523
0.44501;1000;463;519
0.44601;1000;463;522
0.44701;1000;462;521
0.44801;1000;460;521
0.44901;1000;459;520
0.45001;1000;457;519
0.45101;1000;454;518
0.45201;1000;452;522
0.45301;1000;452;519
0.45401;1000;453;522
0.45501;1000;455;518
0.45601;1000;456;520
0.45701;1000;460;519
0.45801;1000;460;519
0.45901;1000;460;520
0.46001;1000;467;517
0.46101;1000;475;519
0.46201;1000;476;519
0.46301;1000;476;518
0.46401;1000;475;519
0.46501;1000;473;516
0.46601;1000;472;518
0.46701;1000;472;518
0.46801;1000;474;518
0.46901;1000;476;517
0.47001;1000;475;516
0.47101;1000;471;520
0.47201;1000;465;514
0.47301;1000;462;519
0.47401;1000;463;517
0.47501;1000;466;515
0.47601;1000;471;516
0.47701;1000;472;516
0.47801;1000;474;517
0.47901;1000;476;517
0.48001;1000;478;513
0.48101;1000;478;515
0.48201;1000;479;513
0.48301;1000;481;518
0.48401;1000;482;517
0.48501;1000;482;513
0.48601;1000;483;513
0.48701;1000;484;515
0.48801;1000;484;515
0.48901;1000;484;516
0.49001;1000;484;514
0.49101;1000;484;516
0.49201;1000;483;515
0.49301;1000;483;514
0.49401;1000;481;513
0.49501;1000;478;512
0.49601;1000;475;514
0.49701;1000;474;513
0.49801;1000;479;513
0.49901;1000;485;513
0.50001;1000;490;512
0.50101;1000;492;512
0.50201;1000;492;515
0.50301;1000;489;512
0.50401;1000;487;515
0.50501;1000;487;510
0.50601;1000;486;512
0.50701;1000;485;513
0.50801;1000;486;513
0.50901;1000;486;514
0.51001;1000;487;510
0.51101;1000;485;512
0.51201;1000;483;512
0.51301;1000;482;513
0.51401;1000;481;512
0.51501;1000;481;510
0.51601;1000;482;512
0.51701;1000;485;512
0.51801;1000;487;512
0.51901;1000;489;511
0.52001;1000;492;511
0.52101;1000;496;515
0.52201;1000;498;509
0.52301;1000;497;513
0.52401;1000;496;511
0.52501;1000;496;512
0.52601;1000;496;512
0.52701;1000;495;512
0.52801;1000;494;512
0.52901;1000;492;513
0.53001;1000;491;510
0.53101;1000;489;510
0.53201;1000;488;514
0.53301;1000;487;512
0.53401;1000;487;512
0.53501;1000;487;511
0.53601;1000;487;513
0.53701;1000;488;513
0.53801;1000;491;514
0.53901;1000;493;513
0.54001;1000;496;511
0.54101;1000;498;513
0.54201;1000;497;513
0.54301;1000;498;513
