time;SamplingFrequency;ECG
13.583;100;499
13.593;100;506
13.603;100;506
13.613;100;512
13.623;100;491
13.633;100;503
13.643;100;498
13.653;100;509
13.663;100;506
13.673;100;516
13.683;100;507
13.693;100;513
13.703;100;515
13.713;100;501
13.723;100;508
13.733;100;511
13.743;100;509
13.753;100;515
13.763;100;507
13.773;100;517
13.783;100;503
13.793;100;521
13.803;100;516
13.813;100;512
13.823;100;506
13.833;100;519
13.843;100;502
13.853;100;515
13.863;100;513
13.873;100;517
13.883;100;509
13.893;100;512
13.903;100;512
13.913;100;512
13.923;100;517
13.933;100;522
13.943;100;518
13.953;100;521
13.963;100;512
13.973;100;516
13.983;100;501
13.993;100;502
14.004;100;496
14.014;100;508
14.024;100;505
14.034;100;506
14.044;100;503
14.054;100;488
14.064;100;471
14.074;100;598
14.084;100;735
14.094;100;717
14.104;100;470
14.114;100;454
14.124;100;443
14.134;100;460
14.144;100;464
14.154;100;475
14.164;100;475
14.174;100;484
14.184;100;489
14.194;100;490
14.204;100;487
14.214;100;504
14.224;100;499
14.234;100;502
14.244;100;507
14.254;100;522
14.264;100;522
14.274;100;545
14.284;100;540
14.294;100;558
14.304;100;560
14.314;100;576
14.324;100;578
14.334;100;585
14.344;100;579
14.354;100;578
14.364;100;543
14.374;100;512
14.384;100;471
14.394;100;454
14.404;100;431
14.414;100;432
14.424;100;426
14.434;100;428
14.444;100;437
14.454;100;444
14.464;100;445
14.474;100;458
14.484;100;454
14.494;100;471
14.504;100;470
14.514;100;482
14.524;100;486
14.534;100;491
14.544;100;492
14.554;100;498
14.564;100;499
14.574;100;501
14.584;100;497
14.594;100;504
14.604;100;497
14.614;100;506
14.624;100;502
14.634;100;507
14.644;100;500
14.654;100;510
14.664;100;502
14.674;100;509
14.684;100;507
14.694;100;517
14.704;100;500
14.714;100;513
14.724;100;504
14.734;100;512
14.744;100;510
14.754;100;514
14.764;100;504
14.774;100;517
14.784;100;505
14.794;100;516
14.804;100;507
14.814;100;521
14.824;100;516
14.834;100;515
14.844;100;512
14.854;100;531
14.864;100;503
14.874;100;510
14.884;100;493
14.894;100;506
14.904;100;499
14.914;100;504
14.924;100;501
14.934;100;506
14.944;100;503
14.954;100;482
14.964;100;510
14.974;100;638
14.984;100;738
14.994;100;599
15.004;100;443
15.014;100;459
15.024;100;458
15.034;100;477
15.044;100;474
15.054;100;485
15.064;100;483
15.074;100;494
15.084;100;494
15.094;100;499
15.104;100;497
15.114;100;509
15.124;100;495
15.134;100;518
15.144;100;513
15.154;100;526
15.164;100;528
15.174;100;539
15.184;100;541
15.194;100;561
15.204;100;563
15.214;100;577
15.224;100;586
15.234;100;589
15.244;100;568
15.254;100;564
15.264;100;519
15.274;100;491
15.284;100;450
15.294;100;444
15.304;100;429
15.314;100;431
15.324;100;421
15.334;100;439
15.344;100;431
15.354;100;451
15.364;100;446
15.374;100;465
15.384;100;463
15.394;100;477
15.404;100;477
15.414;100;479
15.424;100;487
15.434;100;487
15.444;100;496
15.454;100;495
15.464;100;503
15.474;100;499
15.484;100;491
15.494;100;507
15.504;100;486
15.514;100;502
15.524;100;497
15.534;100;512
15.544;100;504
15.554;100;504
15.564;100;497
15.574;100;510
15.584;100;507
15.594;100;503
15.604;100;493
15.614;100;510
15.624;100;504
15.634;100;519
15.644;100;504
15.654;100;511
15.664;100;505
15.674;100;524
15.684;100;507
15.694;100;509
15.704;100;506
15.714;100;519
15.724;100;516
15.734;100;518
15.744;100;516
15.754;100;529
15.764;100;521
15.774;100;513
15.784;100;503
15.794;100;507
15.804;100;500
15.814;100;502
15.824;100;500
15.834;100;503
15.844;100;502
15.854;100;503
15.864;100;464
15.874;100;558
15.884;100;686
15.894;100;768
15.904;100;521
15.914;100;456
15.924;100;453
15.934;100;469
15.944;100;466
15.954;100;471
15.964;100;473
15.974;100;488
15.984;100;480
15.994;100;500
16.004;100;488
16.014;100;501
16.024;100;498
16.034;100;518
16.044;100;503
16.054;100;511
16.064;100;517
16.074;100;529
16.084;100;539
16.094;100;544
16.104;100;552
16.114;100;572
16.124;100;569
16.134;100;583
16.144;100;585
16.154;100;571
16.164;100;550
16.174;100;522
16.184;100;487
16.194;100;462
16.204;100;439
16.214;100;430
16.224;100;431
16.234;100;432
16.244;100;436
16.254;100;445
16.264;100;451
